,content,label
151,"Suomenlinna guards the only deep-water access to Helsinki. First the Swedes, then the Russians built fortifications all around several islands. At one point, the main island was home to a Russian merchant community - complete with Orthodox church.  The islands are dotted with bunkers, defensive stone walls (up to 12 meters thick), barracks, powder magazines, dozens of cannons, and even a small shipyard. Plus a museum, several restaurants, and a few shops. An open-air theater operates here in summer, as well.  Main pathways are mostly gravel or stone... so wear comfortable shoes. And, like most of Helsinki, the islands are hilly. There's even a small beach accessible in warmer months.  It's a wonderful place for a hike. But carry a jacket for when the wind picks up. Expect to spend at least half a day exploring.  Bonus: If you buy a transit card, the ferry is included.",1
152,"+ Just plainly a beautiful place! very great details everywhere  - They were under renovation, so some part we could not see much",1
153,History in the eyes of the viewer. It was marvelous to walk between the walls of the gladiators and old Rome.,0
154,Lifeguards every few hundred feet.  Lots of hotels and businesses provide umbrellas and chairs.  Tons of restaurants nearby for lunch.,1
155,"It being easily situated outside the Dubai Mall and the Burj Khalifa, made our visit very enjoyable as the fountain show happens every 30 minutes. So if you miss it once, you can catch again soon.",0
156,"Walk there all evening long after a day at work on a business trip. The walk along the river is wonderful. Peaceful and if you like to take pictures, this is a real treat! Typical Alsacian houses all over the place, beautiful flowers ... This definitely is a place to discover!",0
157,"We chose to take a tax from our hotel in Beijing. The driver helped us buy our tickets and gave us directions on where to go.  It is quite a walk - steep in parts, to get to the cable car station. We chose to go up the cable car to Tower 14 and then walk to Tower 6 and get the toboggan slide back down. Both were good and the queues weren't too big.  The wall is very busy at Tower 14 buy got quieter as we walked along it. It is very steep in parts so may not suite those who are less able.  The Toboggan ride was great fun ( you can take a chairlift down if you want) and we were allowed on it despite the age limit being 60!",1
158,Great canals and bridges makes Strasbourg a perfect place to enjoy the canals and. Ridges of Strasbourg. Little France is ideal photo taking and enjoy the peaceful river run around the island of Strasbourg. la petite France is better than little Venice in Colmar.  It has more canals and the surrounding timber houses compliments the river nice with vibrant colors. Enjoy the walk along the river and enjoy the peaceful river.,0
159,"If you are in Venice, then San Marco must be one of the reasons! Beautiful and Serene. Busy all the time but can't skip it! Be there at sunset, it's just mind blowing to see the reflection of colors and the shades of red off the cathedral",0
160,"Wasn't too packed. Wasn't to keen on paying 3 euro each to go there either (thanks idiot bad tourists). Check it out before Italians get driven out by foreigners. Sad sight really. Been back and few times, first visit was back in 2001and slowly it's losing it's historic appeal all in the name of greed. If you sit at one of the cafes there, READ the menu for any/all charges. Ask questions BEFORE you sit down or you can be one of people that pays 100 euro for an espresso and brioche. Nice to see/people watch, but I prefer to stay away from touristy sites and just wonder off the beaten patch",0
161,The piazza is magical  especially at night when the orchestras are playing at the cafes that surround the square. From dusk onwards the piazza takes on an entirely  different  personality and everyone should try to experience  this. I also go early in the morning before the tour buses and cruise ship tourists arrive . The piazza is quiet and the early morning light is lovely for photography.,1
162,"Splendid view of the Great Wall winding and cladding onto the mountain ranges like a dragon! To start, get ready for the steep walk up to the cable car station. The Wall walk itself is not as challenging as anticipated as you can stop and rest for photo shoots while enjoying the rolling view of the Wall.",1
163,"Hanoi Old Quarter, really helpful folks, Old streets offer all sorts of products, food, and nature very beautiful... Therefore in case you arrive at the existing Quarter, I suggest you try eco-friendly rice, meat Beef, chicken noodle soup, then hotpot tend to be unique food items in Hanoi in Vietnam and around the planet.",1
164,"Strasbourg is a French-German infusion and you truly see the German influences in Petit France. The half-timbered buildings, the canal/river, the flowers, the cobbled streets... all of it is so picturesque. You can take a canal cruise if you'd like but we chose to walk around. Would recommend a half hour to an hour here if you're in town!",0
165,"The tour was really well organised and it is exactly as described under the previous reviews. No time wasted in stopping for shopping or having to wait for other people on the bus. The bus leaves around 8h sharp and arrives at the gates of Mutianyu gate around 9:30. There are some stops before you jump on the cable car to allow you to get water, use the toilet and get the tickets for everyone. Our tour guide named Michael ( real name wuan jun) did a pretty good job in describing the history of the Great Wall during the journey and while I was with him at the 14th tower. I had plenty of time to then walk all the way to the 23rd tower and back to have lunch around 14h. Definitely recommend for first time visitors!",0
166,Not much to say apart from: it exceeded our expectations. Useful to get the combined ticket with palatine hill and Roman forum.,1
167,"Hanoi old quarter is such an interesting place with a lot of local food stores, souvenir shops... It is a good experience to explore it at nighttime",1
168,"L.A. Petite France was absolutely charming, I’ve always wanted to visit Strasbourg and this area was just beautiful - well worth the 2 hour train ride from Paris for the day.",0
169,We booked a skip the line tour for our family with 3 young boys under 12 through the big bus company. Children were free and €27 each for the adults. It included a tour via an app on your mobile which was basic but did the job. Good value an amazing site to see inside and out and an amazing history. Well worth a visit,0
170,"Charm, history, and character just oozes from La Petite France.  Probably my favorite area in Strasbourg with great restaurants and fun walking areas.",1
171,This is heart and soul of Lucerne. The walkways on either side are nice with rows of trees lined up. Great place to relax especially in the evening.,1
172,"This is an excellent place to visit especially on a nice day. Be prepared to walk. The guided walking tour is also recommended. The museums are not very big but only if you are interested. At the main museum, there is a video that runs for around 25minutes. You will learn most about place if you watch the video and join the guided walking tour.",1
173,There is not a good visit to Venice without going to the San Marco Piazza. Nice! Beautiful little restaurants and a feeling of disbelief before so much beauty.,1
174,Magnifica praça ! Estamos na terceira viagem a Veneza e sempre descubro uma nova atração ! Experiencia única andar por essa grande praça! Magnificent square! We are on the third trip to Venice and I always discover a new attraction! Unique experience walking through this great square!,1
175,"very impressive even though there's still ongoing renovation works. was planning to visit it around noon, reached to see snaking queues all the way outside. a local told me the crowd thins out at 3pm. the queue was definitely shorter. a must visit!",0
176,Walk in and out of the alleys to see the real life in Hanoi.Lovely people always with a smile.See the bustling market with everything you could wish to buy.Moost of the food restaurants are on the street and the thousands of motorbikes cover the pavements making walking quite difficult at times but a great experience.,1
177,"You can easily spend two hours here, just strolling around the beautiful grounds. Add a museum or two and a beer or coffee at one of the many restaurants and you're in for a half day experience! Certainly worth it, as the only fee you pay to access the island is the 5 euro ferry ride that takes about 15 minutes! The museums are at an additional cost, of course!",1
178,"The age of this building build quality i was amazed looking at it how it would have been built without today,s tech would recomend to any one to visit this building",0
179,You cannot go to Venice and not visit Piazza San Marco because it's the main square of the city.  The shops and restaurants around are probably a bit too touristy but the place is nonetheless a must-see.  It was particularly quiet during the coronavirus scare but normally it's very full especially in the summer.,1
180,"Brilliant experience and lovely high tea, staff sang happy birthday and brought cake with candles all to the amazing backdrop of the ocean and city vista",1
181,"We visited the square by day and by night. It's impressive, also by night! Just avoid when it's too crowded.",0
182,For anyone visiting Helsinki. Free (well you have to pay for the ferry) and you can easily spend an entire day there!,0
183,a good place for a walk a scenic spot a good place to rest a good place to take a picture Just taking a walk along the lake is a relaxing place.  ???? ?? ? ??? ?? ? ???? ?? ? ???? ?? ? ??? ??? ??? ?? ? ???? ??? ????? ???.,1
184,"We took the chair lift up to the wall and the toboggan down. Though some steps were steep, we paced ourselves and where able to walk this section comfortable. The view was fantastic. At the base there is a range of food available, from Burger King through to more traditional cuisine,",0
185,The beach was not as clean as I remembered.  Got up early to watch the sunrise.  While watching the sun rise we picked up so much plastic.  Kind of sad.,0
186,Get ready to do lots of walking. You can walk 10 minutes or 2 hours and see plenty. The step just keep going up. There is a hand rail to use too. After you are finished hiking you can go take a rest at the gift shop. You can even get a cold beer or soda.,1
187,"Must visit place for sure, you will get the best views at night ! You have a lot of coffe bars to sit and enjoy the view",0
188,"I am a recent and new adherent for the pleasures of the lake boats and transports in this, my favorite tourist country. The boats are for scenic tourism and practical transport (part of the SBB national system).  Despite my numerous visits for hiking adventures, last year, I happened upon the boat across Lake Lucerne for a practical reason- best method of transportation,,, but what a great experience- please see my last year's review for the description of that experience.  So I decided that for this year's trip, a proper Lake Lucerne journey would be the start of my trip. The incredible crazy itinerary that I did was to land at Zurich Flughafen at 0810 and I was on the boat by 1012- fantastic quick 20 minutes from plane to train , and the boat landing is across the street from the train station.  Now I could not believe how many hundreds of people were admitted to that boat, but it did not sink nor collapse from the load. Being an overenthusiastic tourist, I did not sit for a moment- walking from one end to the other and one side to the other- taking all the photos that you can see her- linked to this review.  I can say it all in a few words- I loved it. It is so smooth; it is so classy; it is so professional; it is so romantic; it is so lovely; it is so scenic; it is so unique.  Hey- you can sit at a table and have a real meal (I didn't do that).  You can see the famous mountains from a different perspective (see my recent reviews of Mt. Pilatus and Mt. Rigi).  Note that the boat remains crowded until Vitznau, where about 200-300 people disembarked at one time.  I continued to Brunnen on a much more spacious craft.  Don't forget to go to the bow and the stern- to see the bell and to see the gigantic Swiss flag flapping in the breeze (see my photos).  I disembarked at Brunnen- another of the endless number of scenic Swiss villages (everywhere and including along lakes). From there it was a five hour train journey via the Bernina Express to St. Moritz (please read about that on my profile too).  What a glorious start of my annual visit!!  This lake boat excursion is so recommended... and if you can, go on the BAV- that is the paddle boat- you can see the machinery in action on the lower floor and you can also see the rapidly churning paddles that propel the boat.",1
189,"The 4 connected islands in Helsinki are good places to visit, try not to miss. The islands are not big, but prepare to spend at least half a day, if can, one full day better. Love the green and well maintained. Easy to walk around. other than its history and be a heritage site, it’s also a great place for picnic.",0
190,"Not much to say about the square other than that it is very pretty! We came during Carnevale, so it was jam packed, but still pretty. There are a lot of souvenir shops and restaurants surrounding the perimeter.",1
191,"Due to recent Covid issues, the place was deserted. Very few people. But that's good by the way as not long waiting queues and you can enjoy the remaining history of Rome as you wish.",0
192,It is a very spiritual place. The comfort and the calmness inside this place is amazing although people do a very loud Noise . It combines christian and Muslim culture in a very tremendous way. I enjoyed the tour there. The one bad thing is that there was a massive repairing and reconstruction work there.,1
193,Jolly little ferry ride over to this historic island.  Wear walking shoes and enjoy the flowering shrubs and wild-flowers.  So much of Finland's history is explained there.,0
194,Great and perfect place. Manager is soo good asif was so kind and great host.i will recommend it to anyone with kids .love the dessert,0
195,Amazing place with hundreds of years of historyµ.  The city started at the times on the Hunnes but thier ral splendor came in the middle ages when the trading was at its foremost.,1
196,"I’ve been fortunate to see this part of the wall three times and it never disappoints, especially with first time visitors. It’s an easy visit, and well worth a visit. If you go in the winter, it’s incredible. Cold, but pretty.",1
197,Rome cites the gladiators the capital of the ancient world a must visit Rome of the Colosseum Rome of the emperors ...... thanks Rome,0
198,"The lake is absolutely stunning and worth taking even a short boat journey up it.  We did a day trip to Weggis and the scenery was breath taking. If you have the time to go down to flüelen do it. The most beautiful sight, but that one does take 5.5hrs.  Loved Lucerne and would come back in a heart beat.",1
199,"This place actually was really amazing and a must visit place in Venice. The piazza was surrounded by Procuratie Vecchie building with its long arcade and the Basilica San Marco. There were some restaurants with live music, souvenir stalls and some other shops. At the piazza there were a lot of pigeons. Although it wasn't recommended to play with the pigeons but almost all tourist will not miss it. But, there were some people offered corns to give to the pigeons and after that they will claim a lot of money. Please ignore these people.",1
